accession,year,veins_to_blade,distal_lobing,proximal_lobing,ln_area,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42
16118070,2018,0.0680418520434418,0.575249789927161,0.879598969032439,3.16927942142543,0.25332215412805,0.0705254282172083,0.447390945464343,1.17558730311453,0.445071146034498,2.02092526512629,0.799243559776734,-0.853320793344585,0.396252932538065,0.128967801124788,-0.145124175982768,0.840527942772253,0.0627240387908277,0.347331269722389,0.562184724723253,-0.890697755785803,0.793608452998596,0.0564412360376275,-0.142515911227796,0.488643992337574,0.132340442207373,0.878454623029134,-0.337334223399914,0.396894261249497,-1.03447157588491,0.0620224963632451,-0.585343041511619,-0.0490280720893954,0.48938330591816,0.854417917841083,0.667195155619744,1.6382082824963,0.621135589589245,-0.407768041104786,0.466772700517594,-0.803340710660756,0.434650878897331,0.695264073209148,-0.0707715302312821,-0.775673729435504,4.9826809345177e-13,-1.30739863379858e-12
16118070,2018,0.0620899866685726,0.580111428715358,0.931235441844504,3.23879994436765,0.251635309945833,1.13517751787747,0.352290149610433,0.180202013230657,0.623275801158571,1.48638488075987,0.0277069664483033,-0.22429030587051,-0.596738687575131,0.769954142237957,-0.0566094294244851,-0.450035264494499,-0.692826991786172,-0.473017210356115,1.08894556622628,0.882046791745571,-1.24848077288649,-0.201680022215565,1.36805303130965,-0.108369127940144,-0.763700450327499,0.128330567922366,0.151972461829125,0.344859010716773,0.652142252901297,-1.68285778004567,-1.09785495716775,-0.751358948913963,0.699821174816338,0.847408551648108,-0.229899539865167,0.782077781013451,1.60460258316647,1.26447950456329,0.470409816877676,1.12318534854909,1.13126004706098,-0.503801722999334,0.0520472281244275,-0.70890983435975,2.04303240991521e-12,1.23634436022257e-12
16118070,2018,0.0540483279337605,0.555644482971763,0.891037307024888,3.38829428443114,0.304717458342595,0.0843465062128567,0.180849533745355,-0.485264566605878,0.538058184589569,2.085997476943,-0.221456049848435,-1.20810241657864,-0.148255643916058,-0.00372864359218031,-0.870026003168848,-0.140000314857852,-0.432169699073279,-0.580722959699728,0.798084925894072,0.613448818735791,-0.237293831233515,0.353362027495188,0.883720214598914,1.35810282825755,0.133875090449282,-0.975362984145747,0.488279035361228,-0.460290491242926,-0.227793492889909,1.64151730924906,-1.21504990806352,-1.67448113252988,0.0364351271415925,-0.243924472917221,1.15881114063963,1.30428129293389,0.716269938223474,0.184416612357356,-0.358057490287363,-0.115553539143035,0.0659937196081908,-0.506292406708082,2.01521020647089,-0.21500179511399,-1.99462668604156e-12,-8.5265128291212e-13
16113001,2018,0.0538378323725551,0.40595793023538,0.942176118902699,2.94424195442158,-0.281489206441292,0.226351986068672,1.15422992525005,1.44014823647054,1.39954211995123,0.107730711740372,-0.339572312324346,1.08803429958224,1.84763218868441,1.52906170626776,2.06189579532035,1.93422031729368,0.0431866508955095,2.18947805444065,0.267824971454578,-0.529594246822503,0.96596712017858,-1.24853763145738,1.75958318656045,0.103854542411946,0.137923551687403,0.108535051630092,-2.00752866221558,-0.270724539022972,-3.42282192586824,0.0302636894698547,-0.461037805664873,-0.327648910573517,0.339048690553185,0.776673622733033,0.474820491283448,-0.701517171994891,0.808670953589543,-0.568016272999444,-0.633977155012184,-0.173887458739122,-0.0733769759431635,-0.381624889552665,0.728755579410922,-1.45900810465793,-2.24931184789057e-12,-5.6843418860808e-13
16113001,2018,0.0714247636237709,0.451810719933409,0.97008491591746,2.74744597488655,-0.170843801477393,0.131904589019347,2.05762374633595,1.18463234269331,-0.141712297686678,0.538148595678165,-0.361555934616498,0.499219885601278,-0.339679115195152,0.23982945834477,0.846904780083156,-0.864847931975957,-0.586860471388967,-0.0427014749752877,-0.434728965611377,-0.123741301311117,0.822551465787552,0.584572326734161,-0.0232457015045858,-0.893162288008226,0.23528928757731,0.380920860547556,-0.744963452737788,-0.238803644852242,1.36947388209753,-0.616574969615553,-4.29945983214584,-1.77841479983193,-1.77171306134005,-1.41857162150776,0.441324860945673,1.24214391806986,0.69086165546032,0.578068239670042,-0.469076173903464,-0.939431440294183,1.00100400423327,0.286996930285057,-0.214749501465714,-0.439675721288905,-1.30317978630501e-12,-1.08713038571295e-12
16113001,2018,0.0805375829152015,0.239836054524657,0.959538273346177,2.52314191409854,-0.867167762165539,1.52118321165912,2.33527891207813,-0.369783254755056,-0.814976204220931,0.489264225672235,1.16301238766144,0.423861607890733,1.80977087878281,1.52708418337689,-1.17517627062529,0.977294684647076,-0.513010286328043,0.143653145368315,0.980858608016901,-0.468772929894654,-0.777560161613195,0.147865613617242,-0.382009541661985,-1.43636089705294,-1.64334456844791,0.177730064353203,0.0465798838475824,0.921979902892804,1.44595889525996,-0.117035569294198,-1.37941191252353,-1.25954591167847,-1.45075498966692,0.404790022783988,-0.371369799737358,0.242896727805658,-0.980372064756869,-1.30206692151886,0.475202816874756,1.46612605495422,0.580411235940727,1.21291108866828,0.886153338465991,-0.270661737464678,5.25202104029177e-12,3.09086090055644e-13
16113002,2018,0.0661364920039504,0.280020971429509,0.493440456927787,3.38099356894745,-0.916277178723691,-0.0326518919846626,-0.56272949707048,-0.389588979133083,-1.6158255937197,1.01921578626183,-0.486372797566633,-0.205038837770142,-0.855952920949553,-1.37042325938766,0.483755223187485,-0.252884300230282,1.3436345073163,0.943250260620731,1.66598692124293,0.105699766546718,-0.70980628617441,-0.0530803906355867,-1.02048645907892,1.07244506660996,0.922125272700742,0.865652419483989,-0.25475486590538,1.01552820716862,-0.385387584938644,-0.565795128965283,-0.0347102943005493,-0.971911204213162,-0.436537238744322,-1.12031343540171,-0.414391427493082,0.504351910578949,-0.495362283217331,-1.00490817117721,1.12866707216676,0.530942039584018,1.44241238716558,-0.721409006650061,0.794922430638977,-0.734811171661406,-1.0813572259849e-13,4.9826809345177e-13
16113002,2018,0.0711167711549314,0.224156256083728,0.48704316927405,3.41541641600278,-1.08074646147788,-0.567980549568462,-0.57596110729693,-0.193536667409881,-1.90043313232264,0.921166656445426,-0.491642773389082,0.448184931135708,0.453797168400307,-0.204254109745269,1.07220057871828,-1.31519382477812,2.4538332490729,1.19742004842666,0.120315146726841,-2.05694980134314,0.204899507564016,-1.54148472283032,-1.74513352166341,1.77502871071074,1.01321664039519,0.109303860833626,-0.353144453468365,0.464558225614764,-1.01420661313185,1.19196516955925,-0.271784554993835,-1.34718755056013,-1.33776492530981,0.813230598480343,1.59385728868,-0.165224039941362,-0.141623508694906,0.512697151523987,-1.45164236675847,0.308367255988586,-0.342505814940939,-0.365297218136391,0.262946879736126,-0.895966093833172,-1.2525536163821e-12,-1.3855583347322e-13
16113002,2018,0.0705460224072724,0.282807639321677,0.528976244484446,3.31581905885887,-0.782317678948605,-0.504808455674283,-0.204998385720164,-0.152877993182049,-1.05035097775115,1.01870805277286,0.703167441411037,-2.41186453001882,1.1268651166671,0.629418094563579,0.175290441421273,0.178248490410045,1.40892460605366,0.0815924309654458,-0.404552120761513,-0.111643084806012,0.364826858232701,1.24673384161058,-1.47569208577522,2.0748305960111,-0.446562285509329,0.0246874064129934,-1.21603228957887,-0.444413831150833,0.244048157304983,0.159870016359329,0.86512829481121,-1.99915945465203,-0.662947358684896,-0.374237204289548,-0.123693618674403,0.641773284286139,1.21843530659592,-0.456637473364974,-0.470699092133435,-0.872716301605553,0.19401910020872,0.137674482654086,-1.0747437992088,-1.09555987184301,-2.94891888685811e-12,-7.13207271019201e-13
16113003,2018,0.053289018136859,0.910965116982586,0.918385272314381,4.31792138786957,1.76727530091385,-2.14678409559649,0.116810799925567,-0.430713467109805,-0.915010735244632,-2.4054238009893,0.55926316009184,2.17975445010945,0.247135812625509,0.17909119795626,-1.00118642410787,-0.222021734359197,-0.346163923281928,-0.463782610417573,-0.4432936547899,0.891166612221494,-1.20300432829241,1.05769595420151,-0.284965724715809,1.7987549686216,-0.0631769864724424,-1.22025766321998,-0.22271843182434,0.615930358072055,-1.1672688963097,0.235164716208054,-0.982146606181689,-1.03430276285092,-2.39796591253319,0.728397095012987,-0.591784822130005,-0.0723424651502232,0.15768193247239,-0.312442127735184,1.41978556239157,-0.564862804265485,-0.00214425564233525,0.0148256548092207,-1.7295808421549,-1.24956002821683,-1.97086791331458e-12,-1.63424829224823e-12
