"accession","year","all_area","veins_to_blade","distal_lobing","proximal_lobing","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42"
"16113001","2018",15.6888985798919,0.0686000596371758,0.365868234897815,0.957266436055445,-0.465089776255378,0.595600477266332,1.78837649255733,0.800347003229502,-0.160470516128459,0.360580468408205,0.131762426916223,0.503350508493441,1.47220882047253,0.494745392026619,0.69898757140993,0.8060156609014,-0.229907261872908,0.778655837915705,-0.122205352932573,-0.453672986515901,0.160921377663207,0.242202892371001,0.391275724908784,-0.818263921687632,-0.390959482967049,0.1319419511249,-0.892244354404882,0.0657374282877937,-0.201044393477393,-0.231292506433896,-2.09522396702227,-1.0450672240462,-0.75931270581545,-0.256004242028623,0.337589833028506,0.301910780397337,0.148609737590842,-0.361392141702708,-0.318454173393443,0.167745640525524,0.533584936401215,0.155784249194297,0.451599950249001,-0.8003827046891,4.46827759977473e-13,-5.74355378072747e-13
"16113001","2019",63.5180555453004,0.0539716294592742,0.731988217507915,0.865805496719213,1.16735261270061,-2.64009476770606,0.198476842288453,0.027888584961776,0.257960346280918,-0.997564375440033,1.44484035669298,1.59939634369822,-0.235431819741343,1.06567062713205,-1.06675470545584,0.0376972037121567,1.8610231723221,0.487095545231846,-0.141624292396994,0.234369003829696,-1.11160628907237,0.291102321171356,0.97668538619969,1.59180872688834,-0.361899002249143,-0.625159816795722,0.524246034653846,-0.321772119340058,-0.821042373998976,-0.520797914087813,-0.137969446089167,0.220709230071955,-0.215967154104839,1.08344049429165,-0.426157348243237,-0.599714576629126,0.109884702972482,0.552307654922061,1.11334556875685,0.362763655322014,-0.0507774928789804,-0.0933793607713722,-0.414904975879038,0.932562509826574,7.99878681808271e-13,-9.473903143468e-14
"16113002","2018",29.1248437834847,0.0692664285220514,0.262328288944971,0.503153290228761,-0.946133213043172,-0.413226705089359,-0.40477249590134,-0.393761175829942,1.52064331992557,0.972907951447492,-0.164954700323626,-0.775456284321404,0.0132844476241907,-0.32828534747271,0.533510160286538,-0.549453841179554,1.72193226147656,0.751139896625042,-0.401492781601005,-0.552841422075401,-0.171480910605383,0.0792496186780563,-1.34917727430402,1.7124774113166,0.533890089177529,0.312864650916875,-0.584595820435584,0.37874260138853,-0.312489394241646,0.379828984203829,0.031411747478998,-1.44399833352258,-0.611616599407207,-0.36425813569635,0.37956025131363,0.377922034067371,0.191956768667935,-0.148146706943845,-0.331407254841696,0.022192127365387,0.355928706922912,-0.43191156302735,-0.122313588047822,-0.878882798913571,-1.6576925017849e-12,-1.46253379777288e-13
"16113002","2019",64.5864467472642,0.0531148599614733,0.634596666642397,0.959994962238432,0.814658617936846,-2.03806483706733,1.00850183272541,-0.253398378680083,-0.042894969983009,0.0276778531708077,1.17037317367652,0.975890653520951,-0.140593868928788,1.02798573229533,-0.173678918891888,0.130928701423882,1.77986411280103,-0.233106856075736,-0.141926735200026,0.453855179068043,-1.10777998862598,-0.228134507795458,0.30622045590219,0.987592949014004,0.011200547618313,-0.651680205612728,0.171066257312123,-0.292167012151136,-0.581786774046029,0.312051630957115,0.0130432002902678,-0.222751217656492,-0.86721201286778,0.709591369368611,-0.21220447157344,-0.473110216292568,0.309887957418275,0.328106279795337,-0.0759968475556904,-1.32962513649007,0.275767831776479,-0.538461195370797,0.169172668181875,1.19633898141673,-5.61846865328638e-13,-6.98700356830754e-14
"16113003","2018",48.8328581614884,0.0669821155680396,0.778003903723117,0.890963849392185,1.25652414074236,-2.33026749146798,0.310683919047094,0.326196750255751,0.137200231303299,-1.04946699927231,0.971492635974066,1.52329386178376,-0.18777285033,0.702392520062422,-0.775440173915279,0.159943139467935,0.171833589639212,-0.843432253830686,-0.177298297207574,1.03950082289639,-0.596448601747881,-0.763516882920838,0.610747891249787,1.33930894641862,-0.274012295856037,0.0141014309919832,0.213766623138484,0.50074185048614,-0.314469393799821,-0.277250149361198,-0.199124467377707,-1.00127497337009,-1.07610180635044,0.43047239547119,-0.481263920461529,0.160078106232134,-0.0750072114137374,0.503047924276681,0.269986088917279,-0.58513385606433,0.359742275097145,0.314487533742875,-0.733669211642013,-0.844194521008497,1.6072004838108e-12,-6.63913368725842e-13
"16113003","2019",50.7844622839286,0.0522303642381845,0.676315552127076,0.838189763063167,0.789673673344292,-1.88662304408748,0.236984785715818,0.387306795356894,0.613716719844686,-0.5895235638088,0.375475205668275,1.1989445660679,-0.147002762270525,-0.515660794682403,0.563229610795303,-0.178554914590316,0.226421853403725,0.391797731595276,0.281896281344715,-0.627734378929124,-0.754552842540142,-0.294292775656759,0.363708640262882,0.118770266420894,-0.870726390994495,-1.01624841310722,0.510336527972896,0.331012427575354,-0.577049212223746,-0.486749947884593,-0.690757518524297,-0.572723716081791,0.375171938816511,-0.315567868730555,-0.442153331684012,-0.955273833547307,0.128230243759381,0.277103013756043,0.545888277886574,-0.674487761506719,0.227249552437583,-0.307081304392448,0.547448009199145,1.10028041685774,5.5636976507382e-13,2.74743191160572e-13
"16113004","2018",30.6159493008191,0.066755730270911,0.323042281368229,0.770674097385324,-0.657563080605173,0.415546292393046,1.03586301758451,0.158955231079203,0.656605106381879,0.651025804931301,0.184306302867566,0.162172550602961,-0.034295335778862,-0.292835908131484,0.619428985127622,-0.169455031448964,0.553603842844723,-0.0113918942032894,-0.364628145562166,0.553126846372084,-0.822682120239639,0.0984628392533789,-0.84619991857604,0.427065389530511,-0.113915340208089,0.416080204887293,-0.706574738561627,0.0845321943401633,-0.120660543372868,-0.751179842973508,-1.29278459271074,-0.774681780288829,-0.0437379917865497,-0.313545852639856,0.00211961576795103,-0.597393348411966,0.162626003996417,-0.214586109167007,-0.919525850520941,-0.100755569314622,0.227379923302194,-0.214100224496443,0.0171233890084773,-0.857835496945791,-5.85753667792233e-13,-5.33499170766541e-13
"16113004","2019",40.4373992555165,0.0671036616297118,0.203217253421108,0.760859146786282,-1.15482940394143,0.413160638151674,1.49832537428825,1.21147690266121,0.585218668132343,0.408326141787624,-0.283516599431683,0.815543860140397,0.577442912423107,-0.281332210160895,-0.438639185571212,0.412902055068074,-0.174739606187113,0.378241094894293,0.0673366603004537,-0.000916115328244869,-0.226462327775095,-0.150934619699635,-0.508570850513859,-0.462836181107833,0.794850728123409,-0.953113780813463,0.426634382554984,0.232937431383003,-0.971731331829362,0.262206224636755,-0.400263891529125,0.161550810671264,-0.534839738917061,-0.0527293659027804,0.207217800734931,-0.136401298816495,-0.204422930692438,0.460153565741423,-0.859378094567653,0.174929491671351,0.024325443141055,-0.397650982330425,0.273990467034242,1.30197149879115,-3.80843504880582e-13,4.38464079858628e-13
"16113005","2018",24.1956618288162,0.0789967503728557,0.941306606529479,0.983739207316045,1.61003966425321,-2.14417828480436,0.771860092476909,1.15388181018733,0.882869501250555,-0.39749292670271,0.286476291688334,2.72467566855236,-0.0391689007902167,0.249812840150328,-1.51181098104106,-1.33549376183132,0.126198061194391,0.812161664505816,-0.0149689371978087,1.17077566616805,0.47334633669843,-1.04590538536701,1.27268371724556,-0.456400425227035,-1.27427894422975,-0.254510802200157,0.0291379482688116,-1.74778552777159,0.289332013173742,-0.754255124518456,1.28935451524412,-0.501674772984181,-1.08210028587081,0.856670473505957,-1.24655033778196,-0.51060310017899,0.894977524034318,-1.65191414499214,-1.37543225486315,-0.032625636334388,0.19346538157184,0.106181901423985,-0.783795985241802,-0.716744644931725,-4.51786756154129e-13,1.99899356327175e-12
"16113005","2019",24.741006322271,0.0707158799547231,0.84199697146031,0.982954131669274,1.41170213225861,-2.28613353036014,1.10460576353595,0.897132239056027,0.534492645383966,-0.928605368633361,1.08321498783582,1.77398458830284,0.650913285628473,-0.186942717540858,-1.36001847532135,-0.116955193875415,0.688122344465809,0.523379978373018,-0.341353121082816,1.08275626974313,0.216427230853071,-1.01120144634821,1.28155431573587,-0.533357624024528,-0.744863954786378,0.589748827911351,0.0252128065163744,-1.08388779993954,-1.30468843024459,-0.555766608582094,0.580894230078256,0.669436014245959,0.797646945427717,0.424424549440904,0.178729463272525,0.470782226306169,0.448444618044743,0.921912798147214,0.127383274964313,-0.0515693427747557,0.206643425772826,-0.418509685862513,-0.509171773138533,1.04222847615588,-9.49018641449583e-13,6.15211585378953e-13
